,BibliographyID,Language,Addressed problem,Publication,Problem concise,rq1_data_broad_source,rq1_project_name,rq1_repository_name,rq1_benchmark_name,Granularity,rq1_broad_type,rq1_sub_type,L1_repr,L2_repr,rq2_embedding,rq2_embedding_broad_cat,Vulnerability types (RQ4),Tools,broad_category,model_family,RQ3,Detection granularity (RQ5),Interpretable (RQ7),Abstract,,Further explanation
,zheng2021vulspg,C/C++,"Covering more corner cases by considering more SeVCs (slicing criteria) compred to SySeVR, Considering graph based embedding compared to SySeVr which only consider token based embedding",VulSPG: Vulnerability detection based on slice property graph representation learning,Semantic,Hybrid,"FFMPeg, Qemu",N.A,"NVD, SARD",SPG over functions,Code,Source code,Graph,N.A,"word2vec, R-GCN",Hybrid,N.A,PyTorch,DL,GNN,GCN,Binary,No,"Vulnerability detection is an important issue in software security. Although various data-driven vulnerability detection methods have been proposed, the task remains challenging since the diversity and complexity of real-world vulnerable code in syntax and semantics make it difficult to extract vulnerable features with regular deep learning models, especially in analyzing a large program. Moreover, the fact that real-world vulnerable codes contain a lot of redundant information unrelated to vulnerabilities will further aggravate the above problem. To mitigate such challenges, we define a novel code representation named Slice Property Graph (SPG), and then propose VulSPG, a new vulnerability detection approach using the improved R-GCN model with triple attention mechanism to identify potential vulnerabilities in SPG. Our approach has at least two advantages over other methods. First, our proposed SPG can reflect the rich semantics and explicit structural information that may be relevance to vulnerabilities, while eliminating as much irrelevant information as possible to reduce the complexity of graph. Second, VulSPG incorporates triple attention mechanism in R-GCNs to achieve more effective learning of vulnerability patterns from SPG. We have extensively evaluated VulSPG on two large-scale datasets with programs from SARD and real-world projects. Experimental results prove the effectiveness and efficiency of VulSPG. ",,https://docs.google.com/document/d/1wnOqvAyPnxxHQj6c_ZXDC6fBkqSBVXLoJchNOf-lsW0/edit?usp=sharing
,zhuang2022just,Java,"However, how to extract semantic information from broken changing code snippets is still a challenging problem",Just-in-time defect prediction based on AST change embedding,Semantic,Open Source Projects,"ambari, ant, aptoide, camel, cassandra, egeria, felix, jackrabbit, lucene",N.A,N.A,AST over files,Code,Source code,Tree,N.A,"GloVe, AST change embedding",Hybrid,N.A,Keras/TensorFlow,DL,RNN,LSTM,Binary,No,"Just-in-time (JIT) defect prediction can help developers quickly identify whether a change is defective or not. The features extracted from changes play an essential role in building an accurate prediction model. In recent years, it has been considered effective to extract the semantic features of software code files by using code representation technology. However, how to extract semantic information from broken changing code snippets is still a challenging problem. We propose a new feature to represent code semantics based on Abstract Syntax Trees (ASTs), called ACE (AST Change Embedding), by comparing the abstract syntax tree of source code before and after a change and extracting AST change sequences, and then mapping them into numeric vectors by using word embedding technology. At the same time, we utilize the gated mechanism to build a gated hierarchical model, called GH-ACE, to combine the traditional manual features and semantic features. We conduct experiments on within-project and cross-project defect prediction tasks and evaluate the effectiveness of our proposed model in non-effort-aware scenarios and effort-aware scenarios. The results show that, on average, our model is 4.0 percent higher than the best baseline method for within-project defect prediction and 2.4 percent higher than the best baseline method for cross-project defect prediction.",,
,cheng2022path,C/C++,"However, these models are still insufficient for precise bug detection, because the objective of these models is to produce classification results rather than comprehending the semantics of vulnerabilities, e.g., pinpoint bugtriggering paths, which are essential for static bug detection.",Path-Sensitive Code Embedding via Contrastive Learning for Software Vulnerability Detection,Semantic,Hybrid,"FFMPeg, Qemu",N.A,"D2A, Fan et al",AST over files,Code,Source code,Tree,N.A,Value-flow Path Encoding,Graph embedding,N.A,"PyTorch, Joern, Clang, Z3 SMT solver",DL,Attention Mechanism,Attention Mechanism,Binary,No,"Machine learning and its promising branch deep learning have shown success in a wide range of application domains. Recently, much effort has been expended on applying deep learning techniques (e.g., graph neural networks) to static vulnerability detection as an alternative to conventional bug detection methods. To obtain the structural information of code, current learning approaches typically abstract a program in the form of graphs (e.g., data-flow graphs, abstract syntax trees), and then train an underlying classification model based on the (sub)graphs of safe and vulnerable code fragments for vulnerability prediction. However, these models are still insufficient for precise bug detection, because the objective of these models is to produce classification results rather than comprehending the semantics of vulnerabilities, e.g., pinpoint bug triggering paths, which are essential for static bug detection. This paper presents ContraFlow, a selective yet precise contrastive value-flow embedding approach to statically detect software vulnerabilities. The novelty of ContraFlow lies in selecting and preserving feasible value-flow (aka program dependence) paths through a pretrained path embedding model using self-supervised contrastive learning, thus significantly reducing the amount of labeled data required for training expensive downstream models for path-based vulnerability detection. We evaluated ContraFlow using 288 real-world projects by comparing eight recent learning-based approaches. ContraFlow outperforms these eight baselines by up to 334.1%, 317.9%, 58.3% for informedness, markedness and F1 Score, and achieves up to 450.0%, 192.3%, 450.0% improvement for mean statement recall, mean statement precision and mean IoU respectively in terms of locating buggy statements.",,
,liu2021smart,Solidity,"This motivates us to consider whetherwe could combine neural networks with classical expert patterns, where neural networks contribute their ability to handle the complex code semantic graph while expert patterns contribute precise and valuable local information.",Smart Contract Vulnerability Detection: From Pure Neural Network to Interpretable Graph Feature and Expert Pattern Fusion,Semantic,Benchmark,N.A,N.A,"ESC, VSC","CFG, DFG over files",Code,Source code,Graph,N.A,graph embedding,Graph embedding,N.A,Keras/TensorFlow,DL,Attention Mechanism,Attention Mechanism,Binary,Yes,"Smart contracts hold digital coins worth billions of dollars, their security issues have drawn extensive attention in the past years. Towards smart contract vulnerability detection, conventional methods heavily rely on fixed expert rules, leading to low accuracy and poor scalability. Recent deep learning approaches alleviate this issue but fail to encode useful expert knowledge. In this paper, we explore combining deep learning with expert patterns in an explainable fashion. Specifically, we develop automatic tools to extract expert patterns from the source code. We then cast the code into a semantic graph to extract deep graph features. Thereafter, the global graph feature and local expert patterns are fused to cooperate and approach the final prediction, while yielding their interpretable weights. Experiments are conducted on all available smart contracts with source code in two platforms, Ethereum and VNT Chain. Empirically, our system significantly outperforms state-of-the-art methods. Our code is released. ",,
,ding2022velvet,C/C++,"Thus, developers still need to inspect a significant amount of code to locate the vulnerable statement(s) that need to be fixed",VELVET: a noVel Ensemble Learning approach to automatically locate VulnErable sTatements,Granularity,Benchmark,N.A,N.A,"Juliet Test Suit, D2A",CPG over files,Code,Source code,Graph,N.A,Word2vec,Token vector embedding,"CWE-190, CWE-119, CWE-476, CWE-401, CWE-563, CWE-369, CWE-457, CWE-416","Keras/TensorFlow, Joern",DL,GNN,GGNN,Binary,No,"Automatically locating vulnerable statements in source code is crucial to assure software security and alleviate developers' debugging efforts. This becomes even more important in today's software ecosystem, where vulnerable code can flow easily and unwittingly within and across software repositories like GitHub. Across such millions of lines of code, traditional static and dynamic approaches struggle to scale. Although existing machine-learning-based approaches look promising in such a setting, most work detects vulnerable code at a higher granularity – at the method or file level. Thus, developers still need to inspect a significant amount of code to locate the vulnerable statement(s) that need to be fixed. This paper presents Velvet, a novel ensemble learning approach to locate vulnerable statements. Our model combines graph-based and sequence-based neural networks to successfully capture the local and global context of a program graph and effectively understand code semantics and vulnerable patterns. To study Velvet's effectiveness, we use an off-the-shelf synthetic dataset and a recently published real-world dataset. In the static analysis setting, where vulnerable functions are not detected in advance, Velvet achieves 4.5× better performance than the baseline static analyzers on the real-world data. For the isolated vulnerability localization task, where we assume the vulnerability of a function is known while the specific vulnerable statement is unknown, we compare Velvet with several neural networks that also attend to local and global context of code. Velvet achieves 99.6% and 43.6% top-1 accuracy over synthetic data and real-world data, respectively, outperforming the baseline deep learning models by 5.3-29.0%.",,
,zhang2022reentrancy,Solidity,Reentrancy problem,Reentrancy Vulnerability Detection and Localization: A Deep Learning Based Two-phase Approach,Reentrancy,Benchmark,N.A,N.A,Smartbugs Wild,AST over functions,Code,Source code,Tree,N.A,GraphCodeBERT,Graph embedding,N.A,N.A,DL,Attention Mechanism,Attention Mechanism,ranking,no,"Smart contracts have been widely and rapidly used to automate financial and business transactions together with blockchains, helping people make agreements while minimizing trusts. With millions of smart contracts deployed on blockchain, various bugs and vulnerabilities in smart contracts have emerged. Following the rapid development of deep learning, many recent studies have used deep learning for vulnerability detection to conduct security checks before deploying smart contracts. These approaches show effective results on detecting whether a smart contract is vulnerable or not whereas their results on locating suspicious statements responsible for the detected vulnerability are still unsatisfactory. To address this problem, we propose a deep learning based two-phase smart contract debugger for reentrancy vulnerability, one of the most severe vulnerabilities, named as ReVulDL: Reentrancy Vulnerability Detection and Localization. ReVulDL integrates the vulnerability detection and localization into a unified debugging pipeline. For the detection phase, given a smart contract, ReVulDL uses a graph-based pre-training model to learn the complex relationships in propagation chains for detecting whether the smart contract contains a reentrancy vulnerability. For the localization phase, if a reentrancy vulnerability is detected, ReVulDL utilizes interpretable machine learning to locate the suspicious statements in smart contract to provide interpretations of the detected vulnerability. Our large-scale empirical study on 47,398 smart contracts shows that ReVulDL achieves promising results in detecting reentrancy vulnerabilities (e.g., outperforming 16 state-of-the-art vulnerability detection approaches) and locating vulnerable statements (e.g., 70.38% of the vulnerable statements are ranked within Top-10).",,
,ni2022best,Java,"Low-quality datasets, Independently mined features, Independently built models",The Best of Both Worlds: Integrating Semantic Features with Expert Features for Defect Prediction and Localization,Training data problem,Hybrid,"ant-ivy, commons-bcel, commons-beanutil, commons-codec, commons-collections, commons-compress, commons-configuration, commons-dbcp, commons-digester, commons-io, commons-jcs, commons-lang, commons-math, commons-net, commons-scxml, commons-validator, commons-vfs, giraph, gora, opennlp, parquet-mr",GitHub,N.A,Commit,Numerical,Commit Metrics,Commit Metrics,,"commit metrics, codeBERT",Hybrid,N.A,N.A,DL,Transformers,CodeBERT,Binary,No,"To improve software quality, just-in-time defect prediction (JIT-DP) (identifying defect-inducing commits) and just-in-time defect localization (JIT-DL) (identifying defect-inducing code lines in commits) have been widely studied by learning semantic features or expert features respectively, and indeed achieved promising performance. Semantic features and expert features describe code change commits from different aspects, however, the best of the two features have not been fully explored together to boost the just-in-time defect prediction and localization in the literature yet. Additional, JIT-DP identifies defects at the coarse commit level, while as the consequent task of JIT-DP, JIT-DL cannot achieve the accurate localization of defect-inducing code lines in a commit without JIT-DP. We hypothesize that the two JIT tasks can be combined together to boost the accurate prediction and localization of defect-inducing commits by integrating semantic features with expert features. Therefore, we propose to build a unified model, JIT-Fine, for the just-in-time defect prediction and localization by leveraging the best of semantic features and expert features. To assess the feasibility of JIT-Fine, we first build a large-scale line-level manually labeled dataset, JIT-Defects4J. Then, we make a comprehensive comparison with six state-of-the-art baselines under various settings using ten performance measures grouped into two types: effort-agnostic and effort-aware. The experimental results indicate that JIT-Fine can outperform all state-of-the-art baselines on both JIT-DP and JITDL tasks in terms of ten performance measures with a substantial improvement (i.e., 10%-629% in terms of effort-agnostic measures on JIT-DP, 5%-54% in terms of effort-aware measures on JIT-DP, and 4%-117% in terms of effort-aware measures on JIT-DL).",,
,yang2022source,C/C++,,Source Code Vulnerability Detection Using Vulnerability Dependency Representation Graph,Semantic,Benchmark,N.A,N.A,SARD,vulnerability control dependency edge,Code,Source code,Graph,N.A,HGT,Graph embedding,"CWE-20,CWE-78,CWE-129,CWE-190,CWE-400,CWE-787,CWE-789",N.A,DL,Transformers,HGT,Binary,No,"Aiming at the fact that the existing source code vulnerability detection methods did not explicitly maintain the semantic information related to the vulnerability in the source code, which made it difficult for the vulnerability detection model to extract the vulnerability sentence features and had a high detection false positive rate, a source code vulnerability detection method based on the vulnerability dependency graph is proposed. Firstly, the candidate vulnerability sentences of the function were matched, and the vulnerability dependency representation graph corresponding to the function was generated by analyzing the multi-layer control dependencies and data dependencies of the candidate vulnerability sentences. Secondly, abstracted the function name and variable name of the code sentences node and generated the initial representation vector of the code sentence nodes in the vulnerability dependency representation graph. Finally, the source code vulnerability detection model based on the heterogeneous graph transformer was used to learn the context information of the code sentence nodes in the vulnerability dependency representation graph. In this paper, the proposed method was verified on three datasets. The experimental results show that the proposed method have better performance in source code vulnerability detection, and the recall rate is increased by 1.50%~22.27%, and the F1 score is increased by 1.86%~16.69%, which is better than the existing methods.",,
,zou2022mvulpreter,C/C++,,mVulPreter: A Multi-granularity Vulnerability Detection System with Interpretations,Granularity,Hybrid,"Libav, Xen, Openssl, Thunderbird",N.A,Big-Vul,PDG over functions,Code,Source code,Graph,N.A,GGNN,Graph embedding,N.A,"Joern, sent2vec, PyTorch",DL,GNN,GGNN,Binary,No,"Due to the powerful automatic feature extraction, deep learning-based vulnerability detection methods have evolved significantly in recent years. However, almost all current work focuses on detecting vulnerabilities at a single granularity (i.e., slice-level or function-level). In practice, slice-level vulnerability detection is fine-grained but may contain incomplete vulnerability details. Function-level vulnerability detection includes full vulnerability semantics but may contain vulnerability-unrelated statements. Meanwhile, they pay more attention to predicting whether the source code is vulnerable and cannot pinpoint which statements are more likely to be vulnerable. In this paper, we design mVulPreter, a multi-granularity vulnerability detector that can provide interpretations of detection results. Specifically, we propose a novel technique to effectively blend the advantages of function-level and slice-level vulnerability detection models and output the detection results' interpretation only by the model itself. We evaluate mVulPreter on a dataset containing 5,310 vulnerable functions and 7,601 non-vulnerable functions. The experimental results indicate that mVulPreter outperforms existing state-of-the-art vulnerability detection approaches (i.e., Checkmarx, FlawFinder, RATS, TokenCNN, StatementLSTM, SySeVR, and Devign).",,
,nguyen2022mando,Solidity,,MANDO: Multi-Level Heterogeneous Graph Embeddings for Fine-Grained Detection of Smart Contract Vulnerabilities,Semantic,Benchmark,N.A,N.A,"Smartbugs Wild, SolidiFi",contract graph,Code,Source code,Graph,N.A,"node2vec, GCN",Hybrid,N.A,N.A,DL,GNN,GCN,Multi label,Yes,"Learning heterogeneous graphs consisting of different types of nodes and edges enhances the results of homogeneous graph techniques. An interesting example of such graphs is control-flow graphs representing possible software code execution flows. As such graphs represent more semantic information of code, developing techniques and tools for such graphs can be highly beneficial for detecting vulnerabilities in software for its reliability. However, existing heterogeneous graph techniques are still insufficient in handling complex graphs where the number of different types of nodes and edges is large and variable. This paper concentrates on the Ethereum smart contracts as a sample of software codes represented by heterogeneous contract graphs built upon both control-flow graphs and call graphs containing different types of nodes and links. We propose MANDO, a new heterogeneous graph representation to learn such heterogeneous contract graphs' structures. MANDO extracts customized metapaths, which compose relational connections between different types of nodes and their neighbors. Moreover, it develops a multi-metapath heterogeneous graph attention network to learn multi-level embeddings of different types of nodes and their metapaths in the heterogeneous contract graphs, which can capture the code semantics of smart contracts more accurately and facilitate both fine-grained line-level and coarse-grained contract-level vulnerability detection. Our extensive evaluation of large smart contract datasets shows that MANDO improves the vulnerability detection results of other techniques at the coarse-grained contract level. More importantly, it is the first learning-based approach capable of identifying vulnerabilities at the fine-grained line-level, and significantly improves the traditional code analysis-based vulnerability detection approaches by 11.35% to 70.81% in terms of F1-score. ",,
,nguyen2022mando2,Solidity,,MANDO-GURU: vulnerability detection for smart contract source code by heterogeneous graph embeddings,Semantic,Benchmark,N.A,N.A,"Smartbugs Wild, SolidiFi",contract graph,Code,Source code,Graph,N.A,node2vec,Token vector embedding,N.A,N.A,DL,GNN,HGNN,Multi label,Yes,"Smart contracts are increasingly used with blockchain systems for high-value applications. It is highly desired to ensure the quality of smart contract source code before they are deployed. This paper proposes a new deep learning-based tool, MANDO-GURU, that aims to accurately detect vulnerabilities in smart contracts at both coarse-grained contract-level and fine-grained line-level. Using a combination of control-flow graphs and call graphs of Solidity code, we design new heterogeneous graph attention neural networks to encode more structural and potentially semantic relations among different types of nodes and edges of such graphs and use the encoded embeddings of the graphs and nodes to detect vulnerabilities. Our validation of real-world smart contract datasets shows that MANDO-GURU can significantly improve many other vulnerability detection techniques by up to 24% in terms of the F1-score at the contract level, depending on vulnerability types. It is the first learning-based tool for Ethereum smart contracts that identify vulnerabilities at the line level and significantly improves the traditional code analysis-based techniques by up to 63.4%. Our tool is publicly available at https://github.com/MANDO-Project/ge-sc-machine. A test version is currently deployed at http://mandoguru.com, and a demo video of our tool is available at http://mandoguru.com/demo-video.",,
1,du2020cross,,,Cross-project bug type prediction based on transfer learning,Training data problem,Hybrid,"Linux Kernel, MySQL, HTTPD, AXIS",N.A,Xiao et al. ,bug reports,text,text,Token,N.A,"Word2vec, bit vector",Hybrid,N.A,scikit-learn,ML,N.A,"Gradient Boosting, SGDClassifier, AdaBoost, TrAdaBoost",Binary,No,,,
,steenhoek2024dataflow,,,Dataflow Analysis-Inspired Deep Learning for Efficient Vulnerability Detection,Semantic,Benchmark,N.A,N.A,"DbgBench, Big-Vul",CFG over functions,Code,Source code,Graph,N.A,"bit vector, GGNN",Hybrid,N.A,"Joern, PyTorch, DGL",DL,GNN,GGNN,Binary,No,,,
,li2023vulanalyzer,,,VulANalyzeR: Explainable Binary Vulnerability Detection with Multi-task Learning and Attentional Graph Convolution,Semantic,Hybrid,N.A,CVE,"NDSS, Juliet Test Suit",CFG over files,Code,Binary code,Graph,N.A,"BiGRU, GCN",Graph embedding,"CWE-119, CWE-399, CWE-78, ",N.A,DL,Hybrid,"BGRU, GCN",Binary,Yes,,,
1,sendner2023smarter,Solidity,,Smarter Contracts: Detecting Vulnerabilities in Smart Contracts with Deep Transfer Learning,New vulnerabilities,Repository,N.A,Etherscan,N.A,files,Code,Binary code,Token,N.A,word embedding,Token vector embedding,"Callstack Depth, Money Concurrency, Assert Violation, Reentrancy, Unchecked Call, Time Dependenc, DoS with Failed Call, CWE-190, CWE-191",Keras/TensorFlow,DL,RNN,"LSTM, GRU",Binary,No,,,
,nguyen2024deep,,,Deep Domain Adaptation With Max-Margin Principle for Cross-Project Imbalanced Sotware Vulnerability Detection,Training data problem,Open Source Projects,"FFmpeg, LibTIFF, LibPNG, VLC, Pidgin",N.A,N.A,functions,Code,Source code,Token,N.A,Token vector embedding,Token vector embedding,N.A,Keras/TensorFlow,DL,Hybrid,"BRNN, GAN",Binary,No,,,
,sun2021vdsimilar,,,VDSimilar: Vulnerability detection based on code similarity of vulnerabilities and patches,Semantic,Hybrid,"OpenSSL, Linux Kernel",CVE,N.A,functions,Code,Source code,Token,N.A,Token vector embedding,Token vector embedding,"CWE-772, CWE-476, CWE-416, CWE-399, CWE-362, CWE-310, CWE-264, CWE-200, CWE-190, CWE-189, CWE-119, CWE-94, CWE-20, CWE-19",Keras/TensorFlow,DL,RNN,BiLSTM,Binary,No,,,
,liu2023vulnerable,Solidity,,Vulnerable smart contract function locating based on Multi-Relational Nested Graph Convolutional Network,Semantic,Benchmark,N.A,N.A,Smartbugs Wild,contract file,Code,Source code,Graph,N.A,GCN,Graph embedding,"arithmetic, reentrancy and timestamp dependenc",PyTorch,DL,GNN,GCN,Binary,No,,,
,wu2023slicedlocator,,,SlicedLocator: Code vulnerability locator based on sliced dependence graph,Granularity,Hybrid,N.A,CVE,SARD,SDG,Code,Source code,Graph,N.A,"node embedding, edje embedding, adjacency matrix",Graph embedding,"CWE-190, CWE-128, CWE-121, CWE-125, CWE-122, CWE-476","Joern, PyTorch, tree-sitter",DL,Hybrid,"GNN, LSTM",Binary,No,,,
,li2023vulhunter,Solidity,,VulHunter: Hunting Vulnerable Smart Contracts at EVM Bytecode-Level via Multiple Instance Learning,Rely on expert rules,Hybrid,N.A,Etherscan,Chen et al,CFG,Code,Source code,Graph,N.A,LSTM,Token vector embedding,N.A,PyTorch,DL,RNN,LSTM,Binary,No,,,
,xu2022detecting,,,Detecting code vulnerabilities by learning from large-scale open source repositories,Semantic,Hybrid,N.A,GitHub,NVD,AST over functions,Code,Source code,Tree,N.A,Word2vec,Others,"CWE-119, CWE-399, CWE-401, CWE-415, CWE-416, CWE-20, CWE-22, CWE-129, CWE-400, CWE-476",N.A,DL,RNN,BiLSTM,Binary,No,,,
,song2023hgivul,,,HGIVul: Detecting inter-procedural vulnerabilities based on hypergraph convolution,Granularity,Benchmark,N.A,N.A,D2A,ICFG over changes,Code,Source code,Graph,N.A,graph embedding,Graph embedding,N.A,PyTorch,DL,GNN,GCN,Binary,No,,,
,hanif2022vulberta,,,VulBERTa: Simplified Source Code Pre-Training for Vulnerability Detection,Semantic,Hybrid,N.A,GitHub,Draper,functions,Code,Source code,Token,N.A,BERT Embedding,Transformer Embedding,N.A,"PyTorch, PyGithub, BPE Tokenizer, Transformers, Clang",DL,CNN,CNN,Binary,No,,,
,fan2023vdotr,,,VDoTR: Vulnerability detection based on tensor representation of comprehensive code graphs,Semantic,Hybrid,"Asterisk, FFmpeg, LibPNG, LibTiff, Pidgin, VLC Media Player",N.A,"SARD, NVD","AST, CFG, DFG, NCS",Code,Source code,Graph,N.A,graph embedding,Graph embedding,"CWE-119, CWE-120, CWE-469, CWE-476",N.A,DL,GNN,GGNN,Binary,No,,,
,gu2023binaiv,,,BinAIV: Semantic-enhanced vulnerability detection for Linux x86 binaries,Semantic,Open Source Projects,"binutils-2.40, coreutils-9.3, diffutils-3.10, findutils-4.9.0, tcpdump- 4.9.3, gmp-6.2.1, curl-7.82.0, libpcap-1.9.1, libgd-2.1.1, libarchive-3.1.2, openjpeg-2.1, openssh-7.3p1, libav-12, ffmpeg-2.8.6, libressl-2.7.0",N.A,N.A,binary,Code,Binary code,Token,N.A,BERT Embedding,Transformer Embedding,N.A,N.A,Others,Others,Similarity Measure,Binary,No,,,
,wan2023software,,,Software Vulnerability Detection via Doc2vec with path representations,Scalability,Hybrid,N.A,CVE,SARD,CPG,Code,Source code,Graph,N.A,Word2vec,Graph embedding,"CWE-78, CWE-121, CWE-122, CWE-124, CWE-126, CWE-127, CWE-134, CWE-195, CWE-20, CWE-22, CWE-78, CWE-119, CWE-125, CWE-190, CWE-254, CWE-399, CWE-400, CWE-787","Joern, PyTorch, Networkx",DL,CNN,TextCNN,Binary,No,,,
,tian2024enhancing,,,Enhancing vulnerability detection via AST decomposition and neural sub-tree encoding,Semantic,Benchmark,N.A,N.A,"SARD, D2A, VulDeePecker, Reveal, muVulDeePecker",AST,Code,Source code,Token,N.A,skip-gram,Token vector embedding,"CWE-22, CWE-73, CWE-77, CWE-119, CWE-134, CWE-176, CWE-190, CWE-191, CWE-200, CWE-252, CWE-253, CWE-271, CWE-284, CWE-319, CWE-325, CWE-327, CWE-328, CWE-362, CWE-369, CWE-377, CWE-390, CWE-391","PyTorch, GenSim",DL,Attention Mechanism,Attention Mechanism,Binary,No,,,
,pan2023fine,,,Fine-grained Commit-level Vulnerability Type Prediction by CWE Tree Structure,Vulnerability Types,Hybrid,N.A,"CVE, GitHub",NVD,Code change,Code,Source code,Token,N.A,BERT Embedding,Transformer Embedding,N.A,N.A,DL,RNN,BiLSTM,Binary,No,,,
,wen2023meta,,,Meta-Path Based Attentional Graph Learning Model for Vulnerability Detection,heterogeneous relation,Hybrid,"FFMPeg, QEMU",N.A,"Fan et al, Reveal",Code graph,Code,Source code,Graph,N.A,Graph embedding,Graph embedding,"CWE-787, CWE-79, CWE-89, CWE-416, CWE-78, CWE-20, CWE-125, CWE-22, CWE-352, CWE-434, CWE-862, CWE-476, CWE-287, CWE-190, CWE-502, CWE-77, CWE-119, CWE-798, CWE-918, CWE-306, CWE-362, CWE-269, CWE-94, CWE-863, CWE-276",PyTorch,DL,GNN,GNN,Binary,No,,,
,dong2023dekedver,,,DeKeDVer: A deep learning-based multi-type software vulnerability classification framework using vulnerability description and source code,Vulnerability Types,Benchmark,N.A,N.A,NVD,"CPG, Bug report",Hybrid,Hybrid,Hybrid,Token+Graph,"Word2vec, node embedding, edge embedding",Hybrid,"CWE-119, CWE-189, CWE-20, CWE-200, CWE-22, CWE-264, CWE-400, CWE-416, CWE-476","PyTorch, Joern",DL,GNN,"TextRCNN, RGAT",Binary,No,,,
,allamanis2021self,,,Self-supervised bug detection and repair,Training data problem,Repository,N.A,PyPI,N.A,Code graph,Code,Source code,Graph,N.A,Graph embedding,Graph embedding,N.A,PyTorch,DL,GNN,GNN,Binary,No,,,
,jain2023multi,Solidity,,Multi-Objective Approach for Detecting Vulnerabilities in Ethereum Smart Contracts,Vulnerability Types,Repository,N.A,Etherscan,N.A,binary,Code,Binary code,Token,N.A,co-occurrence matrix,Others,"CWE-190, CallDepth, TOD, TimeDep, Reentrancy, AssertFail, TxOrigin, CheckEffect, InlineAssembly, BlockTimestamp, LowlevelCalls","scikit-learn, Keras/TensorFlow",DL,Attention Mechanism,Attention Mechanism,Binary,No,,,
,chen2023smart,Solidity,,Smart contract vulnerability detection based on semantic graph and residual graph convolutional networks with edge attention,Semantic,Benchmark,N.A,N.A,Smartbugs Wild,AST,Code,Source code,Graph,Tree+Graph,"Word2vec, GCN, edge attention",Hybrid,N.A,PyTorch,DL,GNN,RGCN,Binary,No,,,
,jie2023novel,Solidity,,A novel extended multimodal AI framework towards vulnerability detection in smart contracts,General,Benchmark,N.A,N.A,SmartEmbed,"functions, CFG",Code,Source code,Graph,Token+Graph,"Word2vec, BER, graph embedding",Hybrid,N.A,"Keras/TensorFlow, GenSim, Stellargraph, PyTorch",DL,Hybrid,"BiLSTM, TextCNN",Binary,No,,,
,hussain2024vulnerability,,,Vulnerability detection in Java source code using a quantum convolutional neural network with self-attentive pooling deep sequence and graph-based hybrid feature extraction,Granularity,Hybrid,N.A,CVE,"Juliet Java 1.3, FUNDED, Vul4J","CPG, functions",Code,Source code,Graph,Token+Graph,"Node2Vec, codeBERT, GCN-RFEMLP",Hybrid,N.A,"Keras/TensorFlow, scikit-learn",DL,CNN,QCNN,Binary,Yes,,,
,zhu2023grabit,Solidity,,GraBit: A Sequential Model-Based Framework for Smart Contract Vulnerability Detection,Embedding issues,Benchmark,N.A,N.A,Smartbugs Wild,Code graph,Code,Source code,Graph,N.A,GraphCodeBERT,Transformer Embedding,reentrancy,PyTorch,DL,RNN,BiLSTM,Binary,No,,,
,zheng2021vu1spg,,,Vu1SPG: Vulnerability detection based on slice property graph representation learning,Semantic,Hybrid,"FFmpeg, QEMU",N.A,"SARD, NVD","SPG, DDG, CDG, FCDG",Code,Source code,Graph,N.A,"graph embedding, word2vec, one-hot",Hybrid,N.A,"PyTorch, DGL ",DL,GNN,RGCN,Binary,No,,,
,nguyen2024context,,,Context-based statement-level vulnerability localization,Granularity,Benchmark,N.A,N.A,Big-Vul,functions,Code,Source code,Token,N.A,"Word2Vec, GloVe, FastText, CodeBERT",Token vector embedding,N.A,N.A,DL,DNN,Representation learning,localization,Yes,,,
,wu2024ultravcs,,,UltraVCS: Ultra-Fine-Grained Variable-Based Code Slicing for Automated Vulnerability Detection,Irrelevant code fragments,Hybrid,"FFmpeg, Asterisk, LibTIFF, LibPNG",CVE,N.A,CFG over functions,Code,Source code,Graph,N.A,Word2vec,Token vector embedding,N.A,"Keras/TensorFlow, GenSim",DL,Hybrid,"RNN, GGNN",Binary,No,,,
,guo2022hyvuldect,,,HyVulDect: A hybrid semantic vulnerability mining system based on graph neural network,High false positive of static analyzers,Hybrid,"FFmpeg, Qemu, PHP, OpenSSL, Libav, Linux Kernel",CVE,SARD,CPG over programs,Code,Source code,Graph,N.A,Word2vec,Graph embedding,"CWE-404, CWE-476, CWE-119, CWE-706, CWE-400, CWE-74, CWE-704",N.A,DL,RNN,"GRU, BiLSTM",Binary,Yes,,,
,huang2024effective,Solidity,,Effective combining source code and opcode for accurate vulnerability detection of smart contracts in edge AI systems,General,Benchmark,N.A,N.A,"Smartbugs Wild, Smart Contract Dataset",files,Code,Binary code,Token,N.A,Word2vec,Token vector embedding,N.A,PyTorch,DL,RNN,‌BiLSTM,Binary,Yes,,,
,xiao2024msgvul,,,MSGVUL: Multi-semantic integration vulnerability detection based on relational graph convolutional neural networks,General,Hybrid,"FFmpeg, Qemu, PHP, OpenSSL, Libav, Linux Kernel",N.A,"NVD, SARD",CPG over files,Code,Source code,Graph,Token+Graph,"word2vec, node2vec, fasttext",Graph embedding,N.A,N.A,DL,Hybrid,"LSTM, RGCN",Binary,Yes,,,
